,mes,uf,gasto
1209,2008-11-01,Ceará,30.4159596
1210,2008-12-01,Ceará,30.26390448
1211,2009-01-01,Ceará,32.12306516
1212,2009-02-01,Ceará,28.875478530000002
1213,2009-03-01,Ceará,36.01882632
1214,2009-04-01,Ceará,35.4456059
1215,2009-05-01,Ceará,34.89401682
1216,2009-06-01,Ceará,33.399345339999996
1217,2009-07-01,Ceará,34.45979632
1218,2009-08-01,Ceará,34.12988737
1219,2009-09-01,Ceará,33.41035178
1220,2009-10-01,Ceará,33.74312925
1221,2009-11-01,Ceará,32.285582670000004
1222,2009-12-01,Ceará,31.98144073
1223,2010-01-01,Ceará,34.00196262
1224,2010-02-01,Ceará,30.730683210000002
1225,2010-03-01,Ceará,36.10933017
1226,2010-04-01,Ceará,34.13957393
1227,2010-05-01,Ceará,36.83861426
1228,2010-06-01,Ceará,33.48637949
1229,2010-07-01,Ceará,34.32045426
1230,2010-08-01,Ceará,35.53381382
1231,2010-09-01,Ceará,34.0341625
1232,2010-10-01,Ceará,34.09212470000001
1233,2010-11-01,Ceará,32.80774983
1234,2010-12-01,Ceará,33.2088445
1235,2011-01-01,Ceará,34.637771869999995
1236,2011-02-01,Ceará,34.64938956
1237,2011-03-01,Ceará,37.65801221
1238,2011-04-01,Ceará,35.6833873
1239,2011-05-01,Ceará,37.26004655
1240,2011-06-01,Ceará,35.86732804
1241,2011-07-01,Ceará,35.17821683
1242,2011-08-01,Ceará,37.36468023
1243,2011-09-01,Ceará,35.23907035
1244,2011-10-01,Ceará,36.94796107
1245,2011-11-01,Ceará,34.802724850000004
1246,2011-12-01,Ceará,33.07764992
1247,2012-01-01,Ceará,36.09685716
1248,2012-02-01,Ceará,32.14262723
1249,2012-03-01,Ceará,36.33166236
1250,2012-04-01,Ceará,37.735485880000006
1251,2012-05-01,Ceará,38.66241092
1252,2012-06-01,Ceará,35.66316149
1253,2012-07-01,Ceará,35.93479617
1254,2012-08-01,Ceará,37.3114864
1255,2012-09-01,Ceará,34.85016208
1256,2012-10-01,Ceará,36.964075369999996
1257,2012-11-01,Ceará,34.41653218
1258,2012-12-01,Ceará,32.662038100000004
1259,2013-01-01,Ceará,38.34908102
1260,2013-02-01,Ceará,35.71093571
1261,2013-03-01,Ceará,37.8140067
1262,2013-04-01,Ceará,41.827390369999996
1263,2013-05-01,Ceará,43.07282135
1264,2013-06-01,Ceará,38.19405344
1265,2013-07-01,Ceará,41.101106030000004
1266,2013-08-01,Ceará,42.52545989
1267,2013-09-01,Ceará,42.49288120000001
1268,2013-10-01,Ceará,42.08234142
1269,2013-11-01,Ceará,39.804364
1270,2013-12-01,Ceará,38.78896855
1271,2014-01-01,Ceará,43.40608099
1272,2014-02-01,Ceará,40.37055934000001
1273,2014-03-01,Ceará,42.99511012
1274,2014-04-01,Ceará,43.49139246
1275,2014-05-01,Ceará,45.375942020000004
1276,2014-06-01,Ceará,43.57889104
1277,2014-07-01,Ceará,44.45537537
1278,2014-08-01,Ceará,43.55468226
1279,2014-09-01,Ceará,43.024685909999995
1280,2014-10-01,Ceará,43.55254465
1281,2014-11-01,Ceará,41.20505549
1282,2014-12-01,Ceará,41.322680420000005
1283,2015-01-01,Ceará,40.9937375
1284,2015-02-01,Ceará,39.541875329999996
1285,2015-03-01,Ceará,45.20722627000001
1286,2015-04-01,Ceará,44.15923224
1287,2015-05-01,Ceará,43.10462826
1288,2015-06-01,Ceará,44.51865907
1289,2015-07-01,Ceará,45.13234962
1290,2015-08-01,Ceará,46.76331518
1291,2015-09-01,Ceará,44.13291
1292,2015-10-01,Ceará,45.89492372
1293,2015-11-01,Ceará,43.00023127
1294,2015-12-01,Ceará,41.558755829999996
1295,2016-01-01,Ceará,43.54726494
1296,2016-02-01,Ceará,41.1068723
1297,2016-03-01,Ceará,45.69229237
1298,2016-04-01,Ceará,44.06113842
1299,2016-05-01,Ceará,47.70207343
1300,2016-06-01,Ceará,47.59276797
1301,2016-07-01,Ceará,46.22027885
1302,2016-08-01,Ceará,47.94947012
1303,2016-09-01,Ceará,45.27340951
1304,2016-10-01,Ceará,43.50142633
1305,2016-11-01,Ceará,43.76936637
1306,2016-12-01,Ceará,42.22490599
1307,2017-01-01,Ceará,44.44696572
1308,2017-02-01,Ceará,41.01707043
1309,2017-03-01,Ceará,48.43370873
1310,2017-04-01,Ceará,44.43868132
1311,2017-05-01,Ceará,47.75943366
1312,2017-06-01,Ceará,47.7534312
1313,2017-07-01,Ceará,47.80081245
1314,2017-08-01,Ceará,48.45553104
1315,2017-09-01,Ceará,45.91145082
1316,2017-10-01,Ceará,49.1678649
1317,2017-11-01,Ceará,44.738803600000004
1318,2017-12-01,Ceará,44.44211637
1319,2018-01-01,Ceará,48.58628474
1320,2018-02-01,Ceará,42.120360659999996
1321,2018-03-01,Ceará,48.63725849
1322,2018-04-01,Ceará,50.80562571
1323,2018-05-01,Ceará,51.998581310000006
1324,2018-06-01,Ceará,47.40680541
1325,2018-07-01,Ceará,47.91655796
1326,2018-08-01,Ceará,51.37644625
1327,2018-09-01,Ceará,46.56033578
1328,2018-10-01,Ceará,52.21652036
1329,2018-11-01,Ceará,47.71785254
1330,2018-12-01,Ceará,45.184079149999995
1331,2019-01-01,Ceará,51.30283345
1332,2019-02-01,Ceará,47.437503369999995
1333,2019-03-01,Ceará,50.6544258
1334,2019-04-01,Ceará,52.32220207
1335,2019-05-01,Ceará,55.37146038
1336,2019-06-01,Ceará,49.98716087
1337,2019-07-01,Ceará,54.3400196
1338,2019-08-01,Ceará,51.67258501
1339,2019-09-01,Ceará,51.73534774
1340,2019-10-01,Ceará,53.94186757
1341,2019-11-01,Ceará,50.213511700000005
1342,2019-12-01,Ceará,48.44758361
1343,2020-01-01,Ceará,53.0863893
1344,2020-02-01,Ceará,49.01530322
1345,2020-03-01,Ceará,46.39535697
1346,2020-04-01,Ceará,43.46881662
1347,2020-05-01,Ceará,54.20033948
1348,2020-06-01,Ceará,42.14655581
1349,2020-07-01,Ceará,30.809221219999998
1350,2008-02-01,Goiás,18.14937427
1351,2008-03-01,Goiás,20.992213030000002
1352,2008-04-01,Goiás,21.0494773
1353,2008-05-01,Goiás,19.16254679
1354,2008-06-01,Goiás,20.332533920000003
1355,2008-07-01,Goiás,20.008563149999997
1356,2008-08-01,Goiás,21.041071329999998
1357,2008-09-01,Goiás,21.39609851
1358,2008-10-01,Goiás,20.6105415
1359,2008-11-01,Goiás,19.91234749
1360,2008-12-01,Goiás,19.343787539999997
1361,2009-01-01,Goiás,20.81788066
1362,2009-02-01,Goiás,20.20126116
1363,2009-03-01,Goiás,24.17411921
1364,2009-04-01,Goiás,22.94395273
1365,2009-05-01,Goiás,23.78190669
1366,2009-06-01,Goiás,23.66898157
1367,2009-07-01,Goiás,23.29372339
1368,2009-08-01,Goiás,25.83554414
1369,2009-09-01,Goiás,25.151192719999997
1370,2009-10-01,Goiás,24.72993386
1371,2009-11-01,Goiás,24.09013018
1372,2009-12-01,Goiás,23.172590109999998
1373,2010-01-01,Goiás,24.61575215
1374,2010-02-01,Goiás,21.86280798
1375,2010-03-01,Goiás,26.554387039999998
1376,2010-04-01,Goiás,24.60712259
1377,2010-05-01,Goiás,30.10061503
1378,2010-06-01,Goiás,24.54662705
1379,2010-07-01,Goiás,24.647099100000002
1380,2010-08-01,Goiás,27.304926440000003
1381,2010-09-01,Goiás,26.55759508
1382,2010-10-01,Goiás,24.729254
1383,2010-11-01,Goiás,24.00696352
1384,2010-12-01,Goiás,23.93832742
1385,2011-01-01,Goiás,25.57915899
1386,2011-02-01,Goiás,25.47149882
1387,2011-03-01,Goiás,29.96467113
1388,2011-04-01,Goiás,26.87381669
1389,2011-05-01,Goiás,27.667551539999998
1390,2011-06-01,Goiás,26.40330655
1391,2011-07-01,Goiás,26.844970280000002
1392,2011-08-01,Goiás,28.86759387
1393,2011-09-01,Goiás,27.69662704
1394,2011-10-01,Goiás,28.804485460000002
1395,2011-11-01,Goiás,26.65107197
1396,2011-12-01,Goiás,24.57896148
1397,2012-01-01,Goiás,27.68435119
1398,2012-02-01,Goiás,26.636417690000002
1399,2012-03-01,Goiás,29.59403058
1400,2012-04-01,Goiás,28.02919367
1401,2012-05-01,Goiás,27.53269046
1402,2012-06-01,Goiás,27.75504717
1403,2012-07-01,Goiás,26.725240890000002
1404,2012-08-01,Goiás,30.35726597
1405,2012-09-01,Goiás,28.01940458
1406,2012-10-01,Goiás,29.36596745
1407,2012-11-01,Goiás,27.06988932
1408,2012-12-01,Goiás,25.62099177
1409,2013-01-01,Goiás,29.45778197
1410,2013-02-01,Goiás,27.6940123
1411,2013-03-01,Goiás,31.49331962
1412,2013-04-01,Goiás,33.8851583
1413,2013-05-01,Goiás,31.952066679999998
1414,2013-06-01,Goiás,30.69330671
1415,2013-07-01,Goiás,30.69402794
1416,2013-08-01,Goiás,32.84813494
1417,2013-09-01,Goiás,32.80370969
1418,2013-10-01,Goiás,32.69700098
1419,2013-11-01,Goiás,30.99551182
1420,2013-12-01,Goiás,29.448208140000002
1421,2014-01-01,Goiás,31.99160157
1422,2014-02-01,Goiás,30.186539059999998
1423,2014-03-01,Goiás,30.97498977
1424,2014-04-01,Goiás,33.67244769
1425,2014-05-01,Goiás,34.12218842
1426,2014-06-01,Goiás,32.48009298
1427,2014-07-01,Goiás,33.30355127
1428,2014-08-01,Goiás,34.444400159999994
1429,2014-09-01,Goiás,35.77940372
1430,2014-10-01,Goiás,35.382520840000005
1431,2014-11-01,Goiás,34.38726907
1432,2014-12-01,Goiás,32.85115706
1433,2015-01-01,Goiás,33.00727766
1434,2015-02-01,Goiás,32.00042817
1435,2015-03-01,Goiás,38.24378325
1436,2015-04-01,Goiás,35.090536840000006
1437,2015-05-01,Goiás,35.862048460000004
1438,2015-06-01,Goiás,34.54180203
1439,2015-07-01,Goiás,35.970784880000004
1440,2015-08-01,Goiás,35.70815451
1441,2015-09-01,Goiás,36.139653200000005
1442,2015-10-01,Goiás,35.272066200000005
1443,2015-11-01,Goiás,33.69140047
1444,2015-12-01,Goiás,32.44356954
1445,2016-01-01,Goiás,33.02075654
1446,2016-02-01,Goiás,32.72119225
1447,2016-03-01,Goiás,36.408433159999994
1448,2016-04-01,Goiás,33.45528576
1449,2016-05-01,Goiás,34.410079100000004
1450,2016-06-01,Goiás,35.562330100000004
1451,2016-07-01,Goiás,32.7521845
1452,2016-08-01,Goiás,35.82929943
1453,2016-09-01,Goiás,33.970973189999995
1454,2016-10-01,Goiás,32.71912655
1455,2016-11-01,Goiás,31.342934940000003
1456,2016-12-01,Goiás,30.95372201
1457,2017-01-01,Goiás,34.029884100000004
1458,2017-02-01,Goiás,30.91448978
1459,2017-03-01,Goiás,37.525906729999996
1460,2017-04-01,Goiás,33.65065421
1461,2017-05-01,Goiás,37.00197044
1462,2017-06-01,Goiás,33.66385368
1463,2017-07-01,Goiás,33.95834189
1464,2017-08-01,Goiás,36.89936718
1465,2017-09-01,Goiás,32.72145805
1466,2017-10-01,Goiás,35.62149615
1467,2017-11-01,Goiás,32.53539677
1468,2017-12-01,Goiás,32.33257353
1469,2018-01-01,Goiás,33.70229307
1470,2018-02-01,Goiás,30.92346258
1471,2018-03-01,Goiás,34.86171153
1472,2018-04-01,Goiás,33.76450314
1473,2018-05-01,Goiás,36.357757299999996
1474,2018-06-01,Goiás,33.49221173
1475,2018-07-01,Goiás,35.3138844
1476,2018-08-01,Goiás,35.38014868
1477,2018-09-01,Goiás,33.780632049999994
1478,2018-10-01,Goiás,35.99049196
1479,2018-11-01,Goiás,34.86247574
1480,2018-12-01,Goiás,34.05064602
1481,2019-01-01,Goiás,34.79583102
1482,2019-02-01,Goiás,33.27908823
1483,2019-03-01,Goiás,34.951022380000005
1484,2019-04-01,Goiás,36.20740369
1485,2019-05-01,Goiás,37.750841560000005
1486,2019-06-01,Goiás,35.37215057
1487,2019-07-01,Goiás,36.47361792
1488,2019-08-01,Goiás,38.3995927
1489,2019-09-01,Goiás,36.335534960000004
1490,2019-10-01,Goiás,37.17142764
1491,2019-11-01,Goiás,36.23413235
1492,2019-12-01,Goiás,34.050298549999994
1493,2020-01-01,Goiás,36.312121020000006
1494,2020-02-01,Goiás,34.15802381
1495,2020-03-01,Goiás,34.558308520000004
1496,2020-04-01,Goiás,27.49930793
1497,2020-05-01,Goiás,31.870107620000002
1498,2020-06-01,Goiás,34.4376332
1499,2020-07-01,Goiás,33.49928438
1500,2008-02-01,Pará,20.12608101
1501,2008-03-01,Pará,22.14937582
1502,2008-04-01,Pará,23.43668275
1503,2008-05-01,Pará,23.8610808
1504,2008-06-01,Pará,23.502915899999998
1505,2008-07-01,Pará,22.54429126
1506,2008-08-01,Pará,23.25914828
1507,2008-09-01,Pará,23.66769001
1508,2008-10-01,Pará,23.35257775
1509,2008-11-01,Pará,23.53761341
1510,2008-12-01,Pará,23.8361624
1511,2009-01-01,Pará,25.39715743
1512,2009-02-01,Pará,23.045700699999998
1513,2009-03-01,Pará,28.22595776
1514,2009-04-01,Pará,27.47802561
1515,2009-05-01,Pará,26.61095191
1516,2009-06-01,Pará,26.42497011
1517,2009-07-01,Pará,26.331756260000002
1518,2009-08-01,Pará,27.89258269
1519,2009-09-01,Pará,27.231854350000003
1520,2009-10-01,Pará,27.59995769
1521,2009-11-01,Pará,26.784181739999998
1522,2009-12-01,Pará,25.51128554
1523,2010-01-01,Pará,26.421157739999998
1524,2010-02-01,Pará,25.48355306
1525,2010-03-01,Pará,28.537493859999998
1526,2010-04-01,Pará,26.94992337
1527,2010-05-01,Pará,28.43642505
1528,2010-06-01,Pará,26.947713850000003
1529,2010-07-01,Pará,26.12535773
1530,2010-08-01,Pará,27.761867940000002
1531,2010-09-01,Pará,27.280175149999998
1532,2010-10-01,Pará,26.52206212
1533,2010-11-01,Pará,26.68766381
1534,2010-12-01,Pará,26.322040530000002
1535,2011-01-01,Pará,27.9997892
1536,2011-02-01,Pará,26.17089265
1537,2011-03-01,Pará,29.193123800000002
1538,2011-04-01,Pará,27.29475931
1539,2011-05-01,Pará,27.75932787
1540,2011-06-01,Pará,26.45884752
1541,2011-07-01,Pará,25.646178940000002
1542,2011-08-01,Pará,27.348214640000002
1543,2011-09-01,Pará,27.12207856
1544,2011-10-01,Pará,27.151997820000002
1545,2011-11-01,Pará,27.07676656
1546,2011-12-01,Pará,25.93560325
1547,2012-01-01,Pará,26.931701789999998
1548,2012-02-01,Pará,25.38931074
1549,2012-03-01,Pará,28.70461293
1550,2012-04-01,Pará,26.847966600000003
1551,2012-05-01,Pará,28.53647938
1552,2012-06-01,Pará,24.989145960000002
1553,2012-07-01,Pará,23.91541075
1554,2012-08-01,Pará,25.33930828
1555,2012-09-01,Pará,26.46352852
1556,2012-10-01,Pará,27.07893915
1557,2012-11-01,Pará,25.649589969999997
1558,2012-12-01,Pará,24.23125958
1559,2013-01-01,Pará,27.48823567
1560,2013-02-01,Pará,24.85860641
1561,2013-03-01,Pará,28.38595537
1562,2013-04-01,Pará,29.935288760000002
1563,2013-05-01,Pará,30.03111355
1564,2013-06-01,Pará,28.28777949
1565,2013-07-01,Pará,27.83418835
1566,2013-08-01,Pará,28.495723690000002
1567,2013-09-01,Pará,28.476294929999998
1568,2013-10-01,Pará,29.35643761
1569,2013-11-01,Pará,28.08621941
1570,2013-12-01,Pará,27.12500459
1571,2014-01-01,Pará,29.76726618
1572,2014-02-01,Pará,27.83538047
1573,2014-03-01,Pará,29.16341518
1574,2014-04-01,Pará,29.55556223
1575,2014-05-01,Pará,29.90653473
1576,2014-06-01,Pará,28.1634134
1577,2014-07-01,Pará,29.16272748
1578,2014-08-01,Pará,29.04220836
1579,2014-09-01,Pará,29.65786887
1580,2014-10-01,Pará,28.900904079999997
1581,2014-11-01,Pará,29.55082716
1582,2014-12-01,Pará,27.96249197
1583,2015-01-01,Pará,28.691072010000003
1584,2015-02-01,Pará,26.549566210000002
1585,2015-03-01,Pará,31.911102109999998
1586,2015-04-01,Pará,29.75085464
1587,2015-05-01,Pará,31.054967780000002
1588,2015-06-01,Pará,29.235281559999997
1589,2015-07-01,Pará,29.50144059
1590,2015-08-01,Pará,28.93180495
1591,2015-09-01,Pará,29.47681094
1592,2015-10-01,Pará,29.458486920000002
1593,2015-11-01,Pará,28.477062760000003
1594,2015-12-01,Pará,27.48949715
1595,2016-01-01,Pará,28.500205129999998
1596,2016-02-01,Pará,27.17992078
1597,2016-03-01,Pará,31.117998989999997
1598,2016-04-01,Pará,30.19262629
1599,2016-05-01,Pará,31.09965536
1600,2016-06-01,Pará,30.9208589
1601,2016-07-01,Pará,29.97124977
1602,2016-08-01,Pará,32.16079999
1603,2016-09-01,Pará,32.27108366
1604,2016-10-01,Pará,30.090090280000002
1605,2016-11-01,Pará,30.1901601
1606,2016-12-01,Pará,29.39965385
1607,2017-01-01,Pará,31.59825646
1608,2017-02-01,Pará,28.2193534
1609,2017-03-01,Pará,34.021215170000005
1610,2017-04-01,Pará,30.54003673
1611,2017-05-01,Pará,33.921112990000005
1612,2017-06-01,Pará,31.80859747
1613,2017-07-01,Pará,32.133134420000005
1614,2017-08-01,Pará,33.770556649999996
1615,2017-09-01,Pará,32.97992538
1616,2017-10-01,Pará,33.66504235
1617,2017-11-01,Pará,33.47554529
1618,2017-12-01,Pará,32.06793467
1619,2018-01-01,Pará,33.61583609
1620,2018-02-01,Pará,30.62349162
1621,2018-03-01,Pará,34.121931
1622,2018-04-01,Pará,35.039954200000004
1623,2018-05-01,Pará,35.424611060000004
1624,2018-06-01,Pará,34.16028318
1625,2018-07-01,Pará,34.484949490000005
1626,2018-08-01,Pará,35.618364039999996
1627,2018-09-01,Pará,34.380916899999995
1628,2018-10-01,Pará,38.4410905
1629,2018-11-01,Pará,33.58353808
1630,2018-12-01,Pará,32.789354870000004
1631,2019-01-01,Pará,34.513534799999995
1632,2019-02-01,Pará,31.885919670000003
1633,2019-03-01,Pará,33.23615579
1634,2019-04-01,Pará,31.00892495
1635,2019-05-01,Pará,31.0641065
1636,2019-06-01,Pará,28.543179300000002
1637,2019-07-01,Pará,36.71392936
1638,2019-08-01,Pará,36.46201147
1639,2019-09-01,Pará,36.79075867
1640,2019-10-01,Pará,36.974859689999995
1641,2019-11-01,Pará,35.555518
1642,2019-12-01,Pará,35.222625799999996
1643,2020-01-01,Pará,37.00981917
1644,2020-02-01,Pará,34.63570252
1645,2020-03-01,Pará,34.74909846
1646,2020-04-01,Pará,28.71496996
1647,2020-05-01,Pará,41.24850278
1648,2020-06-01,Pará,35.396030780000004
1649,2020-07-01,Pará,27.618727510000003
1650,2008-02-01,Maranhão,13.452263929999999
1651,2008-03-01,Maranhão,14.75089533
1652,2008-04-01,Maranhão,15.148647109999999
1653,2008-05-01,Maranhão,14.54367992
1654,2008-06-01,Maranhão,14.55397806
1655,2008-07-01,Maranhão,14.536700199999999
1656,2008-08-01,Maranhão,14.60987257
1657,2008-09-01,Maranhão,15.31788185
1658,2008-10-01,Maranhão,15.617699589999999
1659,2008-11-01,Maranhão,15.64397386
1660,2008-12-01,Maranhão,14.644528470000001
1661,2009-01-01,Maranhão,16.50917438
1662,2009-02-01,Maranhão,15.32380001
1663,2009-03-01,Maranhão,19.00052861
1664,2009-04-01,Maranhão,17.947811129999998
1665,2009-05-01,Maranhão,18.27448344
1666,2009-06-01,Maranhão,18.10811236
1667,2009-07-01,Maranhão,18.0260712
1668,2009-08-01,Maranhão,18.56652468
1669,2009-09-01,Maranhão,18.71060719
1670,2009-10-01,Maranhão,19.04499331
1671,2009-11-01,Maranhão,18.37301922
1672,2009-12-01,Maranhão,17.558736879999998
1673,2010-01-01,Maranhão,19.28209356
1674,2010-02-01,Maranhão,17.56910152
1675,2010-03-01,Maranhão,21.31609003
1676,2010-04-01,Maranhão,19.804547239999998
1677,2010-05-01,Maranhão,20.646225469999997
1678,2010-06-01,Maranhão,19.8872249
1679,2010-07-01,Maranhão,20.272804230000002
1680,2010-08-01,Maranhão,20.504334399999998
1681,2010-09-01,Maranhão,20.002266780000003
1682,2010-10-01,Maranhão,19.67626018
1683,2010-11-01,Maranhão,19.1810188
1684,2010-12-01,Maranhão,18.37277076
1685,2011-01-01,Maranhão,20.558875989999997
1686,2011-02-01,Maranhão,19.97762975
1687,2011-03-01,Maranhão,21.051962550000002
1688,2011-04-01,Maranhão,20.42785983
1689,2011-05-01,Maranhão,20.394245379999997
1690,2011-06-01,Maranhão,19.651953640000002
1691,2011-07-01,Maranhão,19.99670068
1692,2011-08-01,Maranhão,21.58070366
1693,2011-09-01,Maranhão,20.245794420000003
1694,2011-10-01,Maranhão,20.33376864
1695,2011-11-01,Maranhão,20.641565649999997
1696,2011-12-01,Maranhão,20.04205218
1697,2012-01-01,Maranhão,21.66784268
1698,2012-02-01,Maranhão,19.843187399999998
1699,2012-03-01,Maranhão,22.31131533
1700,2012-04-01,Maranhão,21.93671014
1701,2012-05-01,Maranhão,23.86547984
1702,2012-06-01,Maranhão,21.477051210000003
1703,2012-07-01,Maranhão,22.217034780000002
1704,2012-08-01,Maranhão,22.983350390000002
1705,2012-09-01,Maranhão,21.29956346
1706,2012-10-01,Maranhão,20.97812404
1707,2012-11-01,Maranhão,19.399117399999998
1708,2012-12-01,Maranhão,18.63416375
1709,2013-01-01,Maranhão,25.20036251
1710,2013-02-01,Maranhão,21.445241149999998
1711,2013-03-01,Maranhão,23.985012989999998
1712,2013-04-01,Maranhão,24.5231222
1713,2013-05-01,Maranhão,24.94908224
1714,2013-06-01,Maranhão,23.923607230000002
1715,2013-07-01,Maranhão,24.26032735
1716,2013-08-01,Maranhão,24.690945460000002
1717,2013-09-01,Maranhão,24.827957989999998
1718,2013-10-01,Maranhão,25.946591039999998
1719,2013-11-01,Maranhão,24.020335210000002
1720,2013-12-01,Maranhão,23.1748158
1721,2014-01-01,Maranhão,25.507397809999997
1722,2014-02-01,Maranhão,23.79654382
1723,2014-03-01,Maranhão,26.335073329999997
1724,2014-04-01,Maranhão,26.00899998
1725,2014-05-01,Maranhão,26.222404440000002
1726,2014-06-01,Maranhão,24.68868501
1727,2014-07-01,Maranhão,26.22695569
1728,2014-08-01,Maranhão,26.179528670000003
1729,2014-09-01,Maranhão,26.06668011
1730,2014-10-01,Maranhão,26.20706217
1731,2014-11-01,Maranhão,24.97603703
1732,2014-12-01,Maranhão,22.97911671
1733,2015-01-01,Maranhão,24.74872311
1734,2015-02-01,Maranhão,23.0038801
1735,2015-03-01,Maranhão,28.10920387
1736,2015-04-01,Maranhão,27.54778824
1737,2015-05-01,Maranhão,27.85120022
1738,2015-06-01,Maranhão,25.35564536
1739,2015-07-01,Maranhão,27.14508093
1740,2015-08-01,Maranhão,27.05706267
1741,2015-09-01,Maranhão,26.095608
1742,2015-10-01,Maranhão,26.47982313
1743,2015-11-01,Maranhão,24.29501899
1744,2015-12-01,Maranhão,23.48160393
1745,2016-01-01,Maranhão,25.3052644
1746,2016-02-01,Maranhão,24.7504771
1747,2016-03-01,Maranhão,27.033644239999997
1748,2016-04-01,Maranhão,26.49781167
1749,2016-05-01,Maranhão,27.61387663
1750,2016-06-01,Maranhão,26.54108489
1751,2016-07-01,Maranhão,25.98388392
1752,2016-08-01,Maranhão,27.76128988
1753,2016-09-01,Maranhão,26.25805733
1754,2016-10-01,Maranhão,25.34309327
1755,2016-11-01,Maranhão,23.76059344
1756,2016-12-01,Maranhão,21.54518848
1757,2017-01-01,Maranhão,25.914947429999998
1758,2017-02-01,Maranhão,24.69692236
1759,2017-03-01,Maranhão,28.66847511
1760,2017-04-01,Maranhão,26.096854699999998
1761,2017-05-01,Maranhão,29.02665211
1762,2017-06-01,Maranhão,27.315185489999998
1763,2017-07-01,Maranhão,28.47906068
1764,2017-08-01,Maranhão,29.340983809999997
1765,2017-09-01,Maranhão,27.271119780000003
1766,2017-10-01,Maranhão,28.743285699999998
1767,2017-11-01,Maranhão,28.08315775
1768,2017-12-01,Maranhão,27.08323319
1769,2018-01-01,Maranhão,29.401736850000002
1770,2018-02-01,Maranhão,26.330254030000003
1771,2018-03-01,Maranhão,29.89518177
1772,2018-04-01,Maranhão,30.89706802
1773,2018-05-01,Maranhão,30.281504239999997
1774,2018-06-01,Maranhão,28.45397346
1775,2018-07-01,Maranhão,30.8069653
1776,2018-08-01,Maranhão,30.83853257
1777,2018-09-01,Maranhão,29.97698717
1778,2018-10-01,Maranhão,30.994778850000003
1779,2018-11-01,Maranhão,28.237905899999998
1780,2018-12-01,Maranhão,27.80246295
1781,2019-01-01,Maranhão,30.16082623
1782,2019-02-01,Maranhão,27.614666059999998
1783,2019-03-01,Maranhão,30.32290898
1784,2019-04-01,Maranhão,30.475196989999997
1785,2019-05-01,Maranhão,32.60311694
1786,2019-06-01,Maranhão,29.832196370000002
1787,2019-07-01,Maranhão,31.2697732
1788,2019-08-01,Maranhão,31.374191370000002
1789,2019-09-01,Maranhão,31.58878738
1790,2019-10-01,Maranhão,30.157243620000003
1791,2019-11-01,Maranhão,30.84908157
1792,2019-12-01,Maranhão,29.63223487
1793,2020-01-01,Maranhão,31.2561878
1794,2020-02-01,Maranhão,28.45729999
1795,2020-03-01,Maranhão,28.83266246
1796,2020-04-01,Maranhão,23.93815677
1797,2020-05-01,Maranhão,32.979447969999995
1798,2020-06-01,Maranhão,31.12814466
1799,2020-07-01,Maranhão,24.374205149999998
1800,2008-02-01,Espírito Santo,10.03288643
1801,2008-03-01,Espírito Santo,12.26204908
1802,2008-04-01,Espírito Santo,12.45346698
1803,2008-05-01,Espírito Santo,11.78978609
1804,2008-06-01,Espírito Santo,11.889687349999999
1805,2008-07-01,Espírito Santo,12.205584140000001
1806,2008-08-01,Espírito Santo,12.384068189999999
1807,2008-09-01,Espírito Santo,12.48695261
1808,2008-10-01,Espírito Santo,12.84625793
1809,2008-11-01,Espírito Santo,12.88567754
1810,2008-12-01,Espírito Santo,12.53157601
1811,2009-01-01,Espírito Santo,13.448667550000001
1812,2009-02-01,Espírito Santo,11.90275205
1813,2009-03-01,Espírito Santo,14.490295470000001
1814,2009-04-01,Espírito Santo,14.203837609999999
1815,2009-05-01,Espírito Santo,15.160988210000001
1816,2009-06-01,Espírito Santo,14.34810203
1817,2009-07-01,Espírito Santo,15.19860134
1818,2009-08-01,Espírito Santo,15.633491300000001
1819,2009-09-01,Espírito Santo,14.88433935
1820,2009-10-01,Espírito Santo,14.470016359999999
1821,2009-11-01,Espírito Santo,14.56115072
1822,2009-12-01,Espírito Santo,13.83295449
1823,2010-01-01,Espírito Santo,14.019840330000001
1824,2010-02-01,Espírito Santo,13.04182098
1825,2010-03-01,Espírito Santo,16.87567605
1826,2010-04-01,Espírito Santo,15.184135289999999
1827,2010-05-01,Espírito Santo,15.91326387
1828,2010-06-01,Espírito Santo,15.18919744
1829,2010-07-01,Espírito Santo,15.92949586
1830,2010-08-01,Espírito Santo,17.00098844
1831,2010-09-01,Espírito Santo,16.05530015
1832,2010-10-01,Espírito Santo,16.76368401
1833,2010-11-01,Espírito Santo,16.48737966
1834,2010-12-01,Espírito Santo,15.45949521
1835,2011-01-01,Espírito Santo,16.03003121
1836,2011-02-01,Espírito Santo,15.811419599999999
1837,2011-03-01,Espírito Santo,17.702137739999998
1838,2011-04-01,Espírito Santo,16.397384199999998
1839,2011-05-01,Espírito Santo,17.70742211
1840,2011-06-01,Espírito Santo,17.61897632
1841,2011-07-01,Espírito Santo,17.45588616
1842,2011-08-01,Espírito Santo,19.18861012
1843,2011-09-01,Espírito Santo,16.778443829999997
1844,2011-10-01,Espírito Santo,17.4914937
1845,2011-11-01,Espírito Santo,17.52715196
1846,2011-12-01,Espírito Santo,16.29780756
1847,2012-01-01,Espírito Santo,17.14805304
1848,2012-02-01,Espírito Santo,16.78661791
1849,2012-03-01,Espírito Santo,18.660232190000002
